Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
18:30:00.000+05:30,18:45:00.000+05:30,,,,,,,,,,,,,,,
18:45:00.000+05:30,19:00:00.000+05:30,,,,,,,,,,,,,,,
19:00:00.000+05:30,19:15:00.000+05:30,,,,,,,,,,,,,,,
19:15:00.000+05:30,19:30:00.000+05:30,,,,,,,,,,,,,,,
19:30:00.000+05:30,19:45:00.000+05:30,,,,,,,,,,,,,,,
19:45:00.000+05:30,20:00:00.000+05:30,,,,,,,,,,,,,,,
20:00:00.000+05:30,20:15:00.000+05:30,,,,,,,,,,,,,,,
20:15:00.000+05:30,20:30:00.000+05:30,,,,,,,,,,,,,,,
20:30:00.000+05:30,20:45:00.000+05:30,,,,,,,,,,,,,,,
20:45:00.000+05:30,21:00:00.000+05:30,,,,,,,,,,,,,,,
21:00:00.000+05:30,21:15:00.000+05:30,,,,,,,,,,,,,,,
21:15:00.000+05:30,21:30:00.000+05:30,,,,,,,,,,,,,,,
21:30:00.000+05:30,21:45:00.000+05:30,,,,,,,,,,,,,,,
21:45:00.000+05:30,22:00:00.000+05:30,,,,,,,,,,,,,,,
22:00:00.000+05:30,22:15:00.000+05:30,,,,,,,,,,,,,,,
22:15:00.000+05:30,22:30:00.000+05:30,,,,,,,,,,,,,,,
22:30:00.000+05:30,22:45:00.000+05:30,,,,,,,,,,,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,,,,,,,,,,,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,,,,,,,,,,,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,,,,,,,,,,,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,,,,,,,,,,,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,,,,,,,,,,,,,,,
